,Unnamed: 0,Event Type,Valid Date,Valid Time,State,Cities,Counties,Dirty,description
654,531,Severe Weather,2011-12-01,10:00:00,Utah,,,,FAILED
655,529,Severe Weather,2011-12-01,0:45:00,California,,,,FAILED
656,530,Severe Weather,2011-12-01,3:29:00,California,,,,FAILED
657,532,Severe Weather,2011-12-07,19:29:00,Virginia,,,,FAILED
658,1398,Severe Weather - Winter Storm,2012-01-19,7:00:00,Washington,,TRUE,,FAILED
659,1401,Severe Weather - Winter Storm,2012-03-02,21:00:00,Michigan,,TRUE,,FAILED
660,1400,Severe Weather - Winter Storm,2012-03-02,21:00:00,Michigan,,TRUE,,FAILED
661,1399,Severe Weather - Tornadoes ,2012-03-02,12:37:00,"Tennessee, Alabama",,TRUE,,FAILED
662,1402,Severe Weather - Thunderstorms,2012-03-20,8:00:00,Texas,,TRUE,,FAILED
663,1403,Severe Weather - High Winds,2012-04-16,15:46:00,Michigan,,TRUE,,FAILED
664,1404,Severe Weather - Thunderstorms,2012-04-20,14:27:00,Texas,,TRUE,,FAILED
665,1405,Severe Weather - Thunderstorms,2012-05-29,20:35:00,Oklahoma,,TRUE,,FAILED
666,1406,Severe Weather - Thunderstorms,2012-06-11,19:50:00,"Alabama, Georgia",,TRUE,,FAILED
667,1407,Severe Weather - Thunderstorms,2012-06-12,15:57:00,Texas,,TRUE,,FAILED
668,1408,Severe Weather - Thunderstorms,2012-06-19,4:30:00,Minnesota,,TRUE,,FAILED
669,1409,Severe Weather - Wind & Rain,2012-06-25,16:04:00,Virginia,,TRUE,,FAILED
670,1411,Severe Weather - Thunderstorms,2012-06-29,16:00:00,"Michigan, Indiana, West Virginia, Ohio, Virginia",,TRUE,,FAILED
671,1412,Severe Weather - Thunderstorms,2012-06-29,17:15:00,"Kentucky, Indiana, Ohio",,TRUE,,FAILED
672,1413,Severe Weather - Thunderstorms,2012-06-29,18:24:00,"West Virginia, Virginia",,TRUE,,FAILED
673,1414,Severe Weather - Thunderstorms,2012-06-29,19:00:00,"West Virginia, Maryland, Virginia",,TRUE,,FAILED
674,1416,Severe Weather - Thunderstorms,2012-06-29,22:29:00,Virginia,,TRUE,,FAILED
675,1417,Severe Weather - Thunderstorms,2012-06-29,22:43:00,Maryland,,TRUE,,FAILED
676,1418,Severe Weather - Thunderstorms,2012-06-29,23:30:00,Illinois,,TRUE,,FAILED
677,1415,Severe Weather - Thunderstorms,2012-06-29,22:15:00,Maryland,,TRUE,,FAILED
678,1410,Severe Weather - Thunderstorms,2012-06-29,14:10:00,Ohio,,TRUE,,FAILED
679,1419,Severe Weather - Thunderstorms,2012-06-30,1:00:00,"Maryland, Delaware",,TRUE,,FAILED
680,1420,Severe Weather - Thunderstorms,2012-06-30,1:15:00,New Jersey,,TRUE,,FAILED
681,1421,Severe Weather - Thunderstorms,2012-06-30,22:30:00,Maryland,,TRUE,,FAILED
682,1422,Severe Weather - Thunderstorms,2012-07-01,,Illinois,,TRUE,,FAILED
683,1423,Operational Failure; Storm Damage,2012-07-01,,North Carolina,,TRUE,,FAILED
684,533,Severe Weather  ,2012-07-01,,North Carolina,,,,FAILED
685,1424,Severe Weather - Thunderstorms,2012-07-05,0:00:00,Michigan,,TRUE,,FAILED
686,1425,Severe Weather - Wind & Storms,2012-07-05,,Tennessee,,TRUE,,FAILED
687,1426,Severe Weather - Thunderstorms,2012-07-07,,Pennsylvania,,TRUE,,FAILED
688,1427,Severe Weather - Thunderstorms,2012-07-07,,New Jersey,,TRUE,,FAILED
689,1428,Severe Weather - Thunderstorms,2012-07-18,,"Kentucky, Indiana, Ohio",,TRUE,,FAILED
690,1429,Severe Weather - Thunderstorms,2012-07-18,,Ohio,,TRUE,,FAILED
691,1430,Severe Weather - Thunderstorms,2012-07-18,,Illinois,,TRUE,,FAILED
692,1431,Severe Weather; Equipment Failure,2012-07-21,,Texas,,TRUE,,FAILED
693,1433,Severe Weather - Thunderstorms,2012-07-24,,Illinois,,TRUE,,FAILED
694,1432,Severe Weather - Thunderstorms,2012-07-24,,Indiana,,TRUE,,FAILED
695,1435,Severe Weather - Thunderstorms,2012-07-26,,Pennsylvania,,TRUE,,FAILED
696,1434,Severe Weather - Thunderstorms,2012-07-26,,Pennsylvania,,TRUE,,FAILED
697,1436,Severe Weather - Thunderstorms,2012-07-26,,Ohio,,TRUE,,FAILED
698,1437,Severe Weather - Thunderstorms,2012-07-27,,Indiana,,TRUE,,FAILED
699,1439,Severe Weather - Thunderstorms,2012-08-04,,Illinois,,TRUE,,FAILED
700,1438,Severe Weather - Thunderstorms,2012-08-04,,Indiana,,TRUE,,FAILED
701,1440,Severe Weather - Dust Storm; Load Shed Event,2012-08-13,,CFE (Mexico & U.S.)DIRTY,,TRUE,,FAILED
702,1441,Severe Weather - TS Isaac,2012-08-26,,Florida,,TRUE,,FAILED
703,1442,Severe Weather - Hurricane Isaac,2012-08-28,,"Arkansas, Louisiana, Mississippi",,TRUE,,FAILED
704,1443,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,,FAILED
705,1444,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,,FAILED
706,1445,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,,FAILED
707,1446,Severe Weather - Thunderstorms,2012-09-07,,Arkansas,,TRUE,,FAILED
708,1447,Severe Weather - Thunderstorms,2012-09-08,,Maryland,,TRUE,,FAILED
709,1448,Severe Weather - Thunderstorms,2012-09-08,,Virginia,,TRUE,,FAILED
710,1463,Severe Weather - Hurricane Sandy,2012-10-29,,Maryland,,TRUE,,FAILED
711,1462,Severe Weather - Hurricane Sandy,2012-10-29,,New Hampshire,,TRUE,,FAILED
712,1461,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,,FAILED
713,1460,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,,FAILED
714,1459,Severe Weather - Hurricane Sandy,2012-10-29,,Ohio,,TRUE,,FAILED
715,1458,Severe Weather - Hurricane Sandy,2012-10-29,,"West Virginia, Maryland, Virginia",,TRUE,,FAILED
716,1457,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,,FAILED
717,1456,Severe Weather - Hurricane Sandy,2012-10-29,,"Massachusetts, Connecticut",,TRUE,,FAILED
718,1453,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,,FAILED
719,1454,Severe Weather - Hurricane Sandy,2012-10-29,,Massachusetts,,TRUE,,FAILED
720,1464,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,,FAILED
721,1452,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,,FAILED
722,1451,Severe Weather - Hurricane Sandy,2012-10-29,,"Maryland, Delaware",,TRUE,,FAILED
723,1450,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,,FAILED
724,1449,Severe Weather - Hurricane Sandy,2012-10-29,,"West Virginia, Virginia",,TRUE,,FAILED
725,1455,Severe Weather - Hurricane Sandy,2012-10-29,,Massachusetts,,TRUE,,FAILED
726,1465,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,,FAILED
727,1466,Severe Weather - Hurricane Sandy,2012-10-29,,Virginia,,TRUE,,FAILED
728,1467,Severe Weather - Hurricane Sandy,2012-10-29,,"New York, New Jersey",,TRUE,,FAILED
729,1468,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,,FAILED
730,1469,Severe Weather - Nor'easter,2012-10-29,,"Kentucky, Michigan, Indiana, Ohio",,TRUE,,FAILED
731,1470,Severe Weather - Hurricane Sandy,2012-10-29,,Maine,,TRUE,,FAILED
732,1471,Severe Weather - Nor'easter,2012-10-30,,Michigan,,TRUE,,FAILED
733,1472,Severe Weather - Winter Storm,2012-12-02,5:20:00,California,,TRUE,,FAILED
734,1473,Severe Weather - Winter Storm,2012-12-25,0:45:00,"Texas, Arkansas, Louisiana, Mississippi",,TRUE,,FAILED
735,1474,"Severe Weather - Cold Front, High Winds",2012-12-25,9:28:00,Texas,,TRUE,,FAILED
736,1475,Severe Weather - Thunderstorm,2012-12-26,14:50:00,North Carolina,,TRUE,,FAILED
737,1476,Severe Weather - Winter Storm,2013-01-17,18:07:00,"West Virginia, Virginia",,TRUE,,FAILED
738,1477,Severe Weather - Winter Storm,2013-01-17,19:02:00,Tennessee,,TRUE,,FAILED
739,1478,Severe Weather - Wind Storm,2013-01-20,3:30:00,Michigan,,TRUE,,FAILED
740,1480,Severe Weather - Wind Storm,2013-01-31,6:30:00,Connecticut,,TRUE,,FAILED
741,1479,Severe Weather - Wind Storm,2013-01-31,3:05:00,Virginia,,TRUE,,FAILED
742,1482,Severe Weather - Winter Storm Nemo,2013-02-08,20:00:00,"Massachusetts, Rhode Island",,TRUE,,FAILED
743,1483,Severe Weather - Winter Storm Nemo,2013-02-08,20:55:00,Massachusetts,,TRUE,,FAILED
744,1488,Severe Weather - Winter Storm Nemo,2013-02-26,13:00:00,Missouri,,TRUE,,FAILED
745,1491,Severe Weather - Winter Storm,2013-03-06,8:22:00,Virginia,,TRUE,,FAILED
746,1494,Severe Weather - Thunderstorms,2013-03-18,19:30:00,"Alabama, Georgia",,TRUE,,FAILED
747,1501,Severe Weather - Storms and Wind,2013-04-18,15:00:00,Michigan,,TRUE,,FAILED
748,1509,Severe Weather - Tornados,2013-05-20,15:00:00,Oklahoma,,TRUE,,FAILED
749,1514,Severe Weather - Thunderstorms,2013-05-29,20:58:00,New York,,TRUE,,FAILED
750,1516,Severe Weather - Lightning,2013-05-31,1:00:00,Arkansas,,TRUE,,FAILED
751,1519,Severe Weather - Thunderstorms,2013-05-31,19:30:00,Missouri,,TRUE,,FAILED
752,1517,Severe Weather - Tornados,2013-05-31,18:00:00,Oklahoma,,TRUE,,FAILED
753,1521,Severe Weather - Thunderstorms,2013-06-13,20:47:00,Southern Company TerritoryDIRTY,,TRUE,,FAILED
754,1523,Severe Weather - Thunderstorms,2013-06-13,16:08:00,Virginia,,TRUE,,FAILED
755,1525,Severe Weather - Thunderstorms,2013-06-13,17:45:00,North Carolina,,TRUE,,FAILED
756,1526,Severe Weather - Thunderstorms,2013-06-13,15:20:00,"West Virginia, Ohio, Virginia",,TRUE,,FAILED
757,1524,Severe Weather - Thunderstorms,2013-06-13,13:17:00,North Carolina,,TRUE,,FAILED
758,1535,Severe Weather - Hailstorm,2013-06-21,17:39:00,Minnesota,,TRUE,,FAILED
759,1533,Severe Weather - Hailstorm,2013-06-21,3:00:00,Minnesota,,TRUE,,FAILED
760,534,Severe Weather - Fog,2013-06-23,21:20:00,California,,,,FAILED
761,1538,Severe Weather - Thunderstorms,2013-06-24,19:30:00,Illinois,,TRUE,,FAILED
762,1539,Severe Weather - Thunderstorms,2013-06-24,19:30:00,Indiana,,TRUE,,FAILED
763,1540,Severe Weather - Thunderstorms,2013-06-27,17:00:00,Michigan,,TRUE,,FAILED
764,1550,Severe Weather - Thunderstorms,2013-07-10,17:30:00,Ohio,,TRUE,,FAILED
765,1557,Severe Weather - Thunderstorms,2013-07-19,18:00:00,Michigan,,TRUE,,FAILED
766,1558,Severe Weather - Thunderstorms,2013-07-19,22:30:00,New York,,TRUE,,FAILED
767,1560,Severe Weather - Thunderstorms,2013-07-23,23:38:00,Oklahoma,,TRUE,,FAILED
768,1570,Severe Weather - Thunderstorms,2013-08-07,0:15:00,Wisconsin,,TRUE,,FAILED
769,1572,Severe Weather - Thunderstorms,2013-08-16,16:58:00,Texas,,TRUE,,FAILED
770,1573,Severe Weather - Lightning Strike,2013-08-19,19:06:00,California,,TRUE,,FAILED
771,1582,Severe Weather - Thunderstorms,2013-08-30,19:30:00,Illinois,,TRUE,,FAILED
772,1584,Severe Weather - Thunderstorms,2013-09-11,16:00:00,Michigan,,TRUE,,FAILED
773,1592,Severe Weather - Hail Storm,2013-10-27,4:27:00,Texas,,TRUE,,FAILED
774,1601,Severe Weather - Ice and Snow Storm,2013-11-17,7:00:00,Michigan,,TRUE,,FAILED
775,1603,Severe Weather - Tornadoes,2013-11-17,16:47:00,Indiana,,TRUE,,FAILED
776,1604,Severe Weather - Thunderstorms,2013-11-17,16:45:00,Michigan,,TRUE,,FAILED
777,1605,Severe Weather - Tornadoes,2013-11-17,12:35:00,"Illinois, Missouri",,TRUE,,FAILED
778,1606,Severe Weather - Thunderstorms,2013-11-17,13:06:00,Indiana,,TRUE,,FAILED
779,1608,Severe Weather - Thunderstorms,2013-11-17,14:31:00,Illinois,,TRUE,,FAILED
780,1607,Severe Weather - Thunderstorms,2013-11-17,16:19:00,"Michigan, Indiana",,TRUE,,FAILED
781,1609,Severe Weather - Thunderstorms,2013-11-17,16:47:00,Indiana,,TRUE,,FAILED
782,1611,Severe Weather - Wind Storm,2013-11-21,19:45:00,California,,TRUE,,FAILED
783,1615,Severe Weather - Ice/Snow,2013-12-06,1:51:00,Texas,,TRUE,,FAILED
784,1616,Severe Weather - Ice/Snow,2013-12-09,6:54:00,Virginia,,TRUE,,FAILED
785,1620,Severe Weather - Ice/Snow,2013-12-22,6:16:00,New York,,TRUE,,FAILED
786,1621,Severe Weather - Ice/Snow,2013-12-22,6:30:00,Michigan,,TRUE,,FAILED
787,1622,Severe Weather - Ice/Snow,2013-12-22,3:28:00,Michigan,,TRUE,,FAILED
788,1623,Severe Weather - Ice/Snow,2013-12-23,15:20:00,Maine,,TRUE,,FAILED
789,535,Severe Weather - Cold,2014-01-07,6:18:00,Pennsylvania,,,,FAILED
790,1672,Severe Weather - Snow/Ice,2014-02-05,5:00:00,Pennsylvania,,TRUE,,FAILED
791,1673,Fuel Supply Emergency - Coal,2014-02-05,7:00:00,New York,,TRUE,,FAILED
792,1674,Severe Weather - Snow/Ice,2014-02-05,7:35:00,Pennsylvania,,TRUE,,FAILED
793,536,Severe Weather - Ice,2014-02-05,8:05:00,Maryland,,,,FAILED
794,1670,Severe Weather - Snow/Ice,2014-02-05,0:00:00,"West Virginia, Maryland, Virginia",,TRUE,,FAILED
795,1671,Severe Weather - Snow/Ice,2014-02-05,1:00:00,Pennsylvania,,TRUE,,FAILED
796,1684,Severe Weather - Snow/Ice,2014-02-12,11:03:00,South Carolina,,TRUE,,FAILED
797,1685,Severe Weather - Snow/Ice,2014-02-12,12:10:00,North Carolina,,TRUE,,FAILED
798,1683,Severe Weather - Snow/Ice,2014-02-12,7:48:00,Georgia,,TRUE,,FAILED
799,1689,Severe Weather - Snow/Ice,2014-02-20,16:40:00,"Illinois, Missouri",,TRUE,,FAILED
800,1690,Severe Weather - Thunderstorms/High Winds,2014-02-21,2:53:00,Georgia,,TRUE,,FAILED
801,1693,Severe Weather - Winter Storm,2014-03-03,6:40:00,Tennessee,,TRUE,,FAILED
802,1697,Severe Weather - Winter Storm,2014-03-07,3:30:00,North Carolina,,TRUE,,FAILED
803,1699,Severe Weather - High Winds,2014-03-12,19:35:00,North Carolina,,TRUE,,FAILED
804,537,Severe Weather - Wind,2014-04-04,3:30:00,Arkansas,,,,FAILED
805,1711,Severe Weather - Thunderstorms,2014-04-12,18:15:00,Michigan,,TRUE,,FAILED
806,538,Severe Weather,2014-04-12,20:00:00,Michigan,,,,FAILED
807,1717,Severe Weather - Thunderstorms,2014-04-29,23:30:00,"Alabama, Mississippi",,TRUE,,FAILED
808,1718,Severe Weather - Thunderstorms,2014-04-29,9:37:00,"Alabama, Mississippi",,TRUE,,FAILED
809,1719,Severe Weather - Thunderstorms,2014-04-30,3:50:00,"Alabama, Georgia, Florida",,TRUE,,FAILED
810,1722,Severe Weather - Heavy Winds,2014-05-09,18:00:00,Indiana,,TRUE,,FAILED
811,1735,Severe Weather - Thunderstorms,2014-06-05,3:00:00,Tennessee,,TRUE,,FAILED
812,1737,Severe Weather - Thunderstorms,2014-06-05,13:06:00,Tennessee,,TRUE,,FAILED
813,1738,Severe Weather - Thunderstorms,2014-06-07,23:00:00,Alabama,,TRUE,,FAILED
814,1741,Severe Weather - Thunderstorms,2014-06-10,21:50:00,"West Virginia, Virginia",,TRUE,,FAILED
815,1744,Severe Weather - Thunderstorms,2014-06-15,0:00:00,Minnesota,,TRUE,,FAILED
816,1746,Severe Weather - Thunderstorms,2014-06-18,17:00:00,Michigan,,TRUE,,FAILED
817,1752,Severe Weather - Thunderstorms,2014-06-30,23:20:00,Indiana,,TRUE,,FAILED
818,1751,Severe Weather - Thunderstorms,2014-06-30,20:00:00,Illinois,,TRUE,,FAILED
819,1750,Severe Weather - Thunderstorms,2014-06-30,17:55:00,Wisconsin,,TRUE,,FAILED
820,1755,Severe Weather - Thunderstorms,2014-07-01,3:30:00,Michigan,,TRUE,,FAILED
821,1753,Severe Weather - Thunderstorms,2014-07-01,5:00:00,"Michigan, Indiana",,TRUE,,FAILED
822,1756,Severe Weather - Thunderstorms,2014-07-01,4:00:00,Michigan,,TRUE,,FAILED
823,1757,Severe Weather - Thunderstorms,2014-07-03,18:00:00,Pennsylvania,,TRUE,,FAILED
824,1758,Severe Weather - Thunderstorms,2014-07-03,22:55:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island, Vermont",,TRUE,,FAILED
825,1765,Severe Weather - Thunderstorms,2014-07-08,17:30:00,Pennsylvania,,TRUE,,FAILED
826,1764,Severe Weather - Thunderstorms,2014-07-08,19:21:00,New York,,TRUE,,FAILED
827,1759,Severe Weather - Thunderstorms,2014-07-08,20:30:00,Pennsylvania,,TRUE,,FAILED
828,1760,Severe Weather - Thunderstorms,2014-07-08,21:31:00,Maryland,,TRUE,,FAILED
829,1763,Severe Weather - Thunderstorms,2014-07-08,17:30:00,"West Virginia, Virginia",,TRUE,,FAILED
830,1761,Severe Weather - Thunderstorms,2014-07-08,18:00:00,Pennsylvania,,TRUE,,FAILED
831,1762,Severe Weather - Thunderstorms,2014-07-08,17:30:00,"West Virginia, Maryland, Virginia",,TRUE,,FAILED
832,1767,Severe Weather - Thunderstorms,2014-07-23,19:14:00,"Arkansas, Louisiana",,TRUE,,FAILED
833,1769,Severe Weather - Thunderstorms,2014-07-27,17:00:00,Michigan,,TRUE,,FAILED
834,539,Earthquake,2014-08-24,3:20:00,California,,,,FAILED
835,1775,Severe Weather - Thunderstorms,2014-08-26,15:30:00,Michigan,,TRUE,,FAILED
836,1778,Severe Weather - Thunderstorms,2014-09-05,20:00:00,Michigan,,TRUE,,FAILED
837,1779,Severe Weather - Thunderstorms,2014-09-05,16:30:00,Illinois,,TRUE,,FAILED
838,1780,Severe Weather - Thunderstorms,2014-09-05,19:14:00,Michigan,,TRUE,,FAILED
839,1792,Severe Weather - Thunderstorms,2014-10-02,22:15:00,Arkansas,,TRUE,,FAILED
840,1793,Severe Weather - Thunderstorms,2014-10-02,16:00:00,Texas,,TRUE,,FAILED
841,1794,Severe Weather - Thunderstorms,2014-10-06,10:52:00,Texas,,TRUE,,FAILED
842,1799,Severe Weather - Thunderstorms,2014-10-13,12:45:00,Louisiana,,TRUE,,FAILED
843,1802,Severe Weather - Thunderstorms,2014-10-14,5:44:00,"Alabama, Georgia, Florida",,TRUE,,FAILED
844,540,Severe Weather,2014-10-22,22:46:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island, Vermont",,,,FAILED
845,542,Severe Weather - Wind,2014-10-25,18:00:00,Washington,,,,FAILED
846,541,Severe Weather - Wind,2014-10-25,16:00:00,Oregon,,,,FAILED
847,543,Severe Weather - Wind,2014-11-11,18:00:00,Washington,,,,FAILED
848,544,Severe Weather - Wind,2014-11-24,12:00:00,Michigan,,,,FAILED
849,1824,Severe Weather- High Winds,2014-12-11,23:15:00,California,,TRUE,,FAILED
850,1825,Severe Weather- High Winds,2014-12-11,16:05:00,Oregon,,TRUE,,FAILED
851,1826,Severe Weather- High Winds,2014-12-11,17:00:00,Washington,,TRUE,,FAILED
852,1829,Severe Weather- High Winds,2014-12-30,13:08:00,California,,TRUE,,FAILED
853,1830,Severe Weather - Winter,2015-01-07,17:00:00,Tennessee,,TRUE,,FAILED
854,1831,Severe Weather - Winter,2015-01-07,17:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,,FAILED
855,545,Severe Weather - Wind,2015-02-06,20:58:00,California,,,,FAILED
856,1832,Severe Weather - Winter,2015-02-16,21:41:00,Georgia,,TRUE,,FAILED
857,1833,Severe Weather - Winter,2015-02-16,21:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,,FAILED
858,1834,Severe Weather - Winter,2015-02-17,9:00:00,"North Carolina, South Carolina",,TRUE,,FAILED
859,1835,Severe Weather - Winter,2015-02-17,2:12:00,"North Carolina, South Carolina",,TRUE,,FAILED
860,1836,Severe Weather - Winter,2015-02-18,15:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,,FAILED
861,1837,Severe Weather - Winter,2015-02-20,6:00:00,"North Carolina, South Carolina",,TRUE,,FAILED
862,1838,Severe Weather - Winter,2015-02-21,8:34:00,Tennessee,,TRUE,,FAILED
863,1839,Severe Weather - Winter,2015-02-26,3:12:00,"North Carolina, South Carolina",,TRUE,,FAILED
864,1840,Severe Weather - Winter,2015-02-26,3:30:00,North Carolina,,TRUE,,FAILED
865,546,Severe Weather - Wind,2015-03-15,15:30:00,Oregon,,,,FAILED
866,1842,Severe Weather - Thunderstorms,2015-04-03,2:00:00,Kansas,,TRUE,,FAILED
867,547,Severe Weather,2015-04-17,21:30:00,Texas,,,,FAILED
868,548,Severe Weather,2015-04-18,21:00:00,Texas,,,,FAILED
869,549,Severe Weather,2015-04-24,19:10:00,Texas,,,,FAILED
870,550,Severe Weather,2015-04-27,10:30:00,"Texas, Louisiana",,,,FAILED
871,551,Severe Weather,2015-05-18,15:28:00,Washington,,,,FAILED
872,555,Severe Weather,2015-05-25,20:30:00,"Texas, Arkansas, Louisiana",,,,FAILED
873,554,Severe Weather,2015-05-25,20:30:00,Texas,,,,FAILED
874,553,Severe Weather,2015-05-25,22:45:00,Texas,,,,FAILED
875,552,Severe Weather,2015-05-25,18:00:00,Texas,,,,FAILED
876,556,Severe Weather,2015-05-26,5:30:00,"Texas, Arkansas, Louisiana, Mississippi",,,,FAILED
877,557,Severe Weather,2015-06-23,18:00:00,New Jersey,,,,FAILED
878,558,Severe Weather,2015-06-23,17:06:00,Delaware,,,,FAILED
879,559,Severe Weather,2015-06-23,17:30:00,Delaware,,,,FAILED
880,560,Severe Weather,2015-06-23,18:30:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island, Vermont",,,,FAILED
881,561,Severe Weather,2015-06-23,18:26:00,New Jersey,,,,FAILED
882,562,Severe Weather,2015-06-26,2:00:00,Kansas,,,,FAILED
883,563,Severe Weather,2015-06-27,17:00:00,Michigan,,,,FAILED
884,564,Severe Weather,2015-06-29,19:21:00,Washington,,,,FAILED
885,565,Severe Weather,2015-06-30,14:00:00,California,,,,FAILED
886,566,Severe Weather,2015-06-30,10:50:00,California,,,,FAILED
887,567,Severe Weather,2015-07-13,14:14:00,"Kentucky, Ohio",,,,FAILED
888,568,Severe Weather,2015-07-13,19:40:00,Virginia,,,,FAILED
889,569,Severe Weather,2015-07-14,15:29:00,Arkansas,,,,FAILED
890,570,Severe Weather,2015-07-14,20:00:00,Alabama,,,,FAILED
891,571,Severe Weather,2015-07-18,2:00:00,Minnesota,,,,FAILED
892,572,Severe Weather,2015-07-18,19:59:00,California,,,,FAILED
893,573,Severe Weather,2015-08-02,17:45:00,Michigan,,Emmet County; Grand Traverse County; Leelanau County; Kalkaska County; Benzie County; Manistee County; Wexford County; Missaukee County; Mecosta County;,,FAILED
894,576,Sabotage,2015-08-03,8:27:00,Arizona,,New Mexico,,FAILED
895,574,Severe Weather,2015-08-03,0:30:00,Illinois,,,,FAILED
896,575,Severe Weather,2015-08-03,1:00:00,Michigan,,,,FAILED
897,577,Severe Weather,2015-08-04,7:17:00,"Massachusetts, Rhode Island",,,,FAILED
898,578,Severe Weather,2015-08-11,19:30:00,Texas,,Houston;,,FAILED
899,579,Severe Weather,2015-08-29,10:00:00,Washington,,,,FAILED
900,580,Severe Weather,2015-08-29,11:00:00,Washington,,,,FAILED
901,581,Severe Weather,2015-08-29,13:00:00,Washington,,King County;,,FAILED
902,582,Severe Weather,2015-09-03,2:33:00,Michigan,,,,FAILED
903,583,Severe Weather,2015-10-18,7:00:00,California,,Central Coast area;,,FAILED
904,584,Severe Weather,2015-10-31,0:45:00,Texas,,Harris County;,,FAILED
905,586,Severe Weather,2015-11-17,10:00:00,Washington,,,,FAILED
906,585,Severe Weather,2015-11-17,9:00:00,Washington,,Snohomish County;,,FAILED
907,587,Severe Weather,2015-11-17,13:30:00,"Idaho, Washington",,,,FAILED
908,588,Severe Weather,2015-11-21,20:30:00,Michigan,,,,FAILED
909,589,Severe Weather,2015-11-28,6:00:00,Oklahoma,,,,FAILED
910,590,Severe Weather,2015-11-28,6:00:00,Oklahoma,,,,FAILED
911,591,Severe Weather,2015-12-09,4:00:00,Washington,,,,FAILED
912,592,Severe Weather,2015-12-10,3:53:00,California,,Plumas County,,FAILED
913,593,Severe Weather,2015-12-10,6:01:00,California,,Northern;,,FAILED
914,594,Severe Weather,2015-12-24,3:00:00,Michigan,,"Antrim County, Charlevoix County, Manistee County, Mecosta County, Kalkaska County, Grand Traverse County, Osceola County, Lake County, Newaygo County, Clare County, Isabella County;",,FAILED
915,595,Severe Weather,2015-12-26,19:30:00,Texas,,,,FAILED
916,596,Severe Weather,2015-12-26,18:00:00,"Texas, Oklahoma",,,,FAILED
917,597,Severe Weather,2015-12-27,23:38:00,Oklahoma,,,,FAILED
918,598,Severe Weather,2015-12-27,17:00:00,Oklahoma,,,,FAILED
919,599,Severe Weather,2015-12-31,17:00:00,Oklahoma,,Blaine County;,,FAILED
920,600,Severe Weather,2016-07-05,2:45:00,Texas,,"Dallas County, Tarrant County",,FAILED
921,601,Severe Weather,2016-07-05,17:30:00,"Minnesota, Wisconsin",,,,FAILED
922,602,Severe Weather,2016-07-07,4:20:00,"Missouri, Kansas",,,,FAILED
923,603,Severe Weather,2016-07-08,20:50:00,North Carolina,,,,FAILED
924,604,Severe Weather,2016-07-08,19:00:00,Michigan,,"Wayne County, Oakland County, Macomb County, St. Clair County, Lapeer County, Tuscola County, Sanilac County, Huron County",,FAILED
925,605,Severe Weather,2016-07-08,18:00:00,"West Virginia, Virginia",,Virginia,,FAILED
926,606,Severe Weather,2016-07-09,17:45:00,Texas,,Dallas County,,FAILED
927,607,Severe Weather,2016-07-14,17:30:00,Oklahoma,,Arkansas,,FAILED
928,608,Severe Weather,2016-07-14,16:30:00,"Texas, Arkansas, Louisiana, Mississippi",,,,FAILED
929,609,Severe Weather,2016-07-14,14:44:00,Oklahoma,,,,FAILED
930,610,Severe Weather,2016-07-22,23:50:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island, Vermont",,,,FAILED
931,611,Severe Weather,2016-07-23,19:30:00,"New Hampshire, Massachusetts, Connecticut, Rhode Island, Vermont",,,,FAILED
932,612,Severe Weather,2016-08-11,16:30:00,Ohio,,,,FAILED
933,613,Severe Weather,2016-08-23,17:00:00,Texas,,Harris County;,,FAILED
934,614,Severe Weather,2016-09-01,22:00:00,Florida,,,,FAILED
935,615,Severe Weather,2016-09-02,0:40:00,Florida,,"Leon County, Wakulla County;",,FAILED
